,location,total_sqft,bath,price,bhk
2465,Gubbalala,1470.0,2.0,82.0,3
2466,Gubbalala,1745.0,3.0,125.0,3
2467,Gubbalala,1745.0,3.0,104.0,3
2468,Gubbalala,1745.0,3.0,115.0,3
2469,Gubbalala,1745.0,3.0,110.0,3
2472,Gubbalala,2570.0,4.0,141.0,5
2473,Gubbalala,1008.0,2.0,32.25,2
2474,Gubbalala,1205.0,2.0,70.0,2
2476,Gubbalala,1435.0,2.0,80.0,3
2477,Gubbalala,1475.0,2.0,80.0,2
2478,Gubbalala,1223.0,2.0,42.81,2
2481,Gubbalala,1100.0,2.0,49.5,2
2482,Gubbalala,1060.0,2.0,46.0,2
2483,Gubbalala,2000.0,3.0,125.0,3
2484,Gubbalala,2500.0,6.0,88.0,6
2485,Gubbalala,4000.0,5.0,195.0,4
2486,Gubbalala,1745.0,3.0,140.0,3
2487,Gubbalala,1745.0,3.0,130.0,3
2488,Gubbalala,1285.0,2.0,90.0,2
2489,Gunjur,1140.0,2.0,43.0,2
2490,Gunjur,1356.0,2.0,66.0,3
2491,Gunjur,1600.0,3.0,75.0,3
2492,Gunjur,2000.0,3.0,95.0,4
2493,Gunjur,1140.0,2.0,49.11,2
2494,Gunjur,1195.0,2.0,44.0,2
2495,Gunjur,1190.0,2.0,40.0,2
2496,Gunjur,1457.0,2.0,60.0,2
2497,Gunjur,1080.0,2.0,41.0,2
2500,Gunjur,1175.0,2.0,43.48,2
2501,Gunjur,1362.0,3.0,62.63,3
2502,Gunjur,1071.0,2.0,51.0,2
2503,Gunjur,1063.0,2.0,40.0,2
2504,Gunjur,1235.0,2.0,52.76,2
2505,Gunjur,1362.0,3.0,62.63,3
2506,Gunjur,1362.0,3.0,62.63,3
2507,Gunjur,1588.0,2.0,90.0,3
2508,Gunjur,1235.0,2.0,44.5,2
2509,Gunjur,1457.0,2.0,60.0,2
2510,HAL 2nd Stage,1490.0,2.0,300.0,3
2511,HAL 2nd Stage,2100.0,3.0,252.0,3
2512,HAL 2nd Stage,600.0,3.0,145.0,2
2513,HAL 2nd Stage,2700.0,3.0,500.0,3
2514,HAL 2nd Stage,2040.0,4.0,500.0,5
2515,HBR Layout,2800.0,2.0,200.0,3
2516,HBR Layout,1722.0,3.0,95.0,3
2517,HBR Layout,1200.0,4.0,120.0,4
2518,HBR Layout,1200.0,2.0,60.0,2
2519,HBR Layout,1004.0,2.0,49.0,2
2520,HBR Layout,1783.0,3.0,125.0,3
2521,HBR Layout,1656.0,3.0,90.0,3
2522,HBR Layout,1089.0,2.0,60.0,2
2523,HBR Layout,1700.0,3.0,110.0,3
2524,HBR Layout,1198.0,2.0,65.0,2
2525,HBR Layout,1200.0,4.0,115.0,4
2526,HBR Layout,1200.0,2.0,120.0,2
2527,HBR Layout,1832.0,3.0,160.0,3
2528,HRBR Layout,1374.0,2.0,95.0,2
2529,HRBR Layout,1440.0,2.0,98.0,2
2531,HRBR Layout,1210.0,2.0,75.0,2
2532,HRBR Layout,1200.0,2.0,170.0,4
2533,HRBR Layout,1265.0,2.0,78.0,2
2534,HRBR Layout,1200.0,3.0,180.0,4
2535,HRBR Layout,1170.0,2.0,75.0,2
2537,HRBR Layout,1900.0,3.0,90.0,4
2538,HRBR Layout,1625.0,3.0,120.0,3
2539,HRBR Layout,1301.0,2.0,120.0,2
2540,HRBR Layout,1145.0,2.0,68.5,2
2541,HRBR Layout,1300.0,2.0,90.0,2
2543,HSR Layout,1372.0,2.0,68.0,2
2545,HSR Layout,1475.0,3.0,75.0,3
2546,HSR Layout,1467.0,2.0,55.0,2
2547,HSR Layout,1140.0,2.0,46.0,2
2548,HSR Layout,1372.0,2.0,61.0,2
2549,HSR Layout,1750.0,3.0,95.0,3
2551,HSR Layout,1027.0,2.0,44.0,2
2552,HSR Layout,1650.0,3.0,110.0,3
2553,HSR Layout,1140.0,2.0,46.0,2
2554,HSR Layout,1372.0,2.0,61.0,2
2555,HSR Layout,1140.0,2.0,46.0,2
2556,HSR Layout,1185.0,2.0,60.0,2
2557,HSR Layout,1127.0,2.0,68.0,2
2558,HSR Layout,1600.0,2.0,115.0,3
2559,HSR Layout,1145.0,2.0,48.0,2
2560,HSR Layout,1009.0,2.0,56.0,2
2561,HSR Layout,1300.0,2.0,98.0,2
2563,HSR Layout,1140.0,2.0,46.0,2
2564,HSR Layout,1126.0,2.0,69.0,2
2566,HSR Layout,1140.0,2.0,46.0,2
2567,HSR Layout,1145.0,2.0,46.0,2
2568,HSR Layout,1142.0,2.0,65.0,2
2569,HSR Layout,1145.0,2.0,46.0,2
2570,HSR Layout,2020.0,3.0,160.0,3
2571,HSR Layout,1844.0,3.0,95.0,3
2572,HSR Layout,1203.0,2.0,72.0,2
2573,HSR Layout,1140.0,2.0,46.0,2
2574,HSR Layout,1140.0,2.0,46.0,2
2575,HSR Layout,1145.0,2.0,46.0,2
2576,HSR Layout,1009.0,2.0,56.0,2
2577,HSR Layout,1145.0,2.0,46.0,2
2578,HSR Layout,1100.0,2.0,44.0,2
2579,HSR Layout,1203.0,2.0,60.0,2
2580,HSR Layout,1590.0,2.0,135.0,3
2581,HSR Layout,1120.0,2.0,70.0,2
2582,HSR Layout,1140.0,2.0,46.0,2
2583,HSR Layout,1289.0,2.0,70.0,2
2584,HSR Layout,1844.0,3.0,89.0,3
2585,HSR Layout,1203.0,2.0,60.0,2
2586,HSR Layout,1140.0,2.0,46.0,2
2587,Haralur Road,1240.0,2.0,70.0,2
2588,Haralur Road,1027.0,2.0,44.0,2
2590,Haralur Road,2805.0,5.0,154.0,4
2591,Haralur Road,1194.0,2.0,47.0,2
2592,Haralur Road,1202.0,2.0,53.0,2
2593,Haralur Road,1056.0,2.0,61.0,2
2595,Haralur Road,1810.0,3.0,100.0,3
2596,Haralur Road,1194.0,2.0,46.0,2
2597,Haralur Road,2805.0,4.0,154.0,4
2598,Haralur Road,1225.0,2.0,67.38,2
2599,Haralur Road,1243.0,2.0,46.0,2
2600,Haralur Road,1027.0,2.0,44.0,2
2601,Haralur Road,1920.0,3.0,115.0,3
2602,Haralur Road,1875.0,3.0,110.0,3
2603,Haralur Road,1194.0,2.0,47.0,2
2604,Haralur Road,1140.0,2.0,43.0,2
2605,Haralur Road,1027.0,2.0,44.0,2
2606,Haralur Road,1194.0,2.0,46.0,2
2607,Haralur Road,2017.0,3.0,125.0,3
2608,Haralur Road,1140.0,2.0,43.0,2
2609,Haralur Road,1875.0,3.0,110.0,3
2610,Haralur Road,1092.0,2.0,44.0,2
2611,Haralur Road,2475.0,4.0,130.0,3
2612,Haralur Road,1300.0,2.0,73.0,2
2613,Haralur Road,1194.0,2.0,47.0,2
2614,Haralur Road,1243.0,2.0,46.0,2
2615,Haralur Road,1850.0,3.0,110.0,3
2616,Haralur Road,1225.0,2.0,67.38,2
2617,Haralur Road,1243.0,2.0,46.0,2
2618,Haralur Road,1464.0,2.0,56.0,2
2619,Haralur Road,1230.0,2.0,78.0,2
2620,Haralur Road,1000.0,2.0,44.0,2
2621,Haralur Road,1300.0,2.0,79.0,2
2622,Haralur Road,1444.0,2.0,80.0,3
2623,Haralur Road,1088.0,2.0,68.0,2
2624,Haralur Road,1027.0,2.0,44.0,2
2626,Haralur Road,1225.0,2.0,70.0,2
2628,Haralur Road,1194.0,2.0,46.0,2
2629,Haralur Road,1000.0,2.0,78.0,2
2630,Haralur Road,1830.0,3.0,101.0,3
2631,Haralur Road,1810.0,3.0,126.0,3
2632,Haralur Road,1464.0,2.0,56.0,2
2633,Haralur Road,1520.0,2.0,96.0,3
2634,Haralur Road,1520.0,2.0,125.0,3
2635,Haralur Road,1300.0,2.0,75.0,2
2636,Haralur Road,2017.0,2.0,125.0,3
2637,Haralur Road,1243.0,2.0,46.0,2
2638,Haralur Road,1027.0,2.0,44.0,2
2639,Haralur Road,2805.0,5.0,160.0,4
2640,Haralur Road,1243.0,2.0,46.0,2
2641,Haralur Road,1027.0,2.0,44.0,2
2642,Haralur Road,2017.0,3.0,105.0,3
2643,Haralur Road,1243.0,2.0,46.0,2
2644,Haralur Road,1243.0,2.0,46.0,2
2645,Haralur Road,1520.0,2.0,90.0,3
2646,Haralur Road,1300.0,2.0,60.0,2
2647,Haralur Road,1985.0,3.0,130.0,3
2648,Haralur Road,1255.0,2.0,90.0,3
2649,Haralur Road,1056.0,2.0,60.0,2
2650,Haralur Road,1140.0,2.0,42.0,2
2651,Haralur Road,1245.0,2.0,62.0,2
2652,Haralur Road,1140.0,2.0,58.0,2
2653,Haralur Road,1140.0,2.0,42.0,2
2654,Haralur Road,1027.0,2.0,43.0,2
2655,Haralur Road,1194.0,2.0,47.0,2
2656,Haralur Road,1194.0,2.0,47.0,2
2657,Haralur Road,1560.0,3.0,90.0,3
2658,Haralur Road,1255.0,3.0,115.0,3
2659,Haralur Road,1520.0,2.0,85.0,3
2660,Haralur Road,1243.0,2.0,45.0,2
2661,Haralur Road,1027.0,2.0,44.0,2
2662,Haralur Road,1194.0,2.0,46.0,2
2663,Haralur Road,1650.0,3.0,100.0,3
2665,Haralur Road,1243.0,2.0,46.0,2
2666,Haralur Road,1194.0,2.0,47.0,2
2667,Haralur Road,2805.0,4.0,154.0,4
2668,Haralur Road,1520.0,2.0,96.0,3
2669,Haralur Road,1510.0,3.0,83.05,3
2670,Haralur Road,1056.0,2.0,65.0,2
2671,Haralur Road,1810.0,3.0,100.0,3
2672,Haralur Road,1243.0,2.0,46.0,2
2673,Haralur Road,1194.0,2.0,46.0,2
2674,Haralur Road,1243.0,2.0,46.0,2
2675,Haralur Road,1194.0,2.0,46.0,2
2676,Haralur Road,1140.0,2.0,43.0,2
2677,Haralur Road,1850.0,3.0,120.0,3
2678,Haralur Road,1194.0,2.0,47.0,2
2679,Haralur Road,1194.0,2.0,47.0,2
2681,Haralur Road,1243.0,2.0,46.0,2
2682,Haralur Road,1710.0,3.0,85.0,3
2683,Haralur Road,1730.0,3.0,95.0,3
2684,Haralur Road,1243.0,2.0,46.0,2
2685,Haralur Road,1243.0,2.0,46.0,2
2686,Haralur Road,1243.0,2.0,46.0,2
2687,Haralur Road,1817.0,3.0,110.0,3
2688,Haralur Road,1225.0,2.0,77.0,2
2689,Haralur Road,1285.0,2.0,78.0,2
2690,Haralur Road,1225.0,2.0,67.48,2
2691,Haralur Road,1225.0,2.0,69.84,2
2692,Haralur Road,1200.0,2.0,46.0,2
2693,Haralur Road,1315.0,2.0,85.0,2
2694,Haralur Road,1976.0,3.0,92.0,3
2695,Haralur Road,1300.0,2.0,75.0,2
2696,Haralur Road,1309.0,2.0,82.0,2
2697,Haralur Road,1027.0,1.0,44.0,2
2698,Haralur Road,1243.0,2.0,46.0,2
2699,Haralur Road,1243.0,2.0,46.0,2
2700,Haralur Road,1140.0,2.0,43.0,2
2701,Haralur Road,1300.0,2.0,75.0,2
2702,Haralur Road,1243.0,2.0,46.0,2
2704,Haralur Road,953.0,2.0,90.0,2
2705,Haralur Road,1230.0,2.0,67.65,2
2706,Haralur Road,1194.0,2.0,46.0,2
2707,Haralur Road,1092.0,2.0,44.0,2
2709,Haralur Road,1255.0,3.0,90.0,3
2710,Haralur Road,1735.0,3.0,97.0,3
2711,Haralur Road,1810.0,3.0,97.83,3
2712,Haralur Road,1200.0,2.0,46.0,2
2713,Haralur Road,1243.0,2.0,46.0,2
2714,Haralur Road,1810.0,3.0,112.0,3
2715,Harlur,1508.0,2.0,77.0,2
2716,Harlur,1752.12,3.0,135.0,3
2717,Harlur,2450.0,3.0,120.0,3
2719,Harlur,1709.0,3.0,150.0,3
2720,Harlur,1174.0,2.0,69.0,2
2721,Harlur,1033.0,2.0,49.0,2
2722,Harlur,1197.0,2.0,84.0,2
2723,Harlur,1757.0,3.0,132.0,3
2724,Harlur,1174.0,2.0,76.0,2
2725,Harlur,1754.0,3.0,125.0,3
2726,Harlur,1290.0,2.0,85.0,2
2727,Harlur,1752.12,3.0,116.0,3
2728,Harlur,1754.0,3.0,135.0,3
2729,Harlur,1754.0,3.0,124.0,3
2730,Harlur,1152.0,2.0,69.0,2
2731,Harlur,1290.0,2.0,87.0,2
2732,Harlur,1749.0,3.0,115.0,3
2733,Harlur,2240.0,5.0,155.0,3
2734,Harlur,1758.0,3.0,133.0,3
2736,Harlur,1197.0,2.0,79.0,2
2737,Harlur,1174.0,2.0,78.0,2
2740,Harlur,1197.0,2.0,79.0,2
2741,Harlur,1749.0,3.0,112.0,3
2742,Harlur,1174.0,2.0,75.0,2
2743,Harlur,1750.0,3.0,136.0,3
2744,Harlur,1620.0,3.0,110.0,3
2747,Harlur,1459.0,3.0,135.0,3
2748,Harlur,1762.0,3.0,133.0,3
2749,Harlur,1756.0,3.0,131.0,3
2750,Harlur,1755.0,3.0,130.0,3
2751,Harlur,1864.0,3.0,140.0,3
2752,Harlur,1331.0,2.0,88.0,2
2753,Harlur,1752.12,3.0,133.0,3
2754,Harlur,1133.0,2.0,55.0,2
2755,Harlur,1756.0,3.0,128.0,3
2756,Harlur,1749.0,3.0,120.0,3
2757,Harlur,1197.0,2.0,82.0,2
2758,Harlur,1303.0,2.0,90.0,2
2759,Harlur,1754.0,3.0,132.0,3
2760,Harlur,1174.0,2.0,75.0,2
2761,Harlur,1756.0,3.0,134.0,3
2762,Harlur,1197.0,2.0,78.0,2
2763,Harlur,1290.0,2.0,89.9,2
2764,Harlur,1386.0,2.0,85.0,2
2765,Harlur,1174.0,2.0,74.0,2
2766,Harlur,1174.0,2.0,78.0,2
2768,Harlur,1755.0,3.0,115.0,3
2769,Harlur,2569.0,4.0,175.0,4
2771,Harlur,1197.0,2.0,77.0,2
2772,Harlur,1752.12,3.0,125.0,3
2773,Harlur,1225.0,2.0,56.0,2
2774,Harlur,1197.0,2.0,76.0,2
2776,Harlur,1197.0,2.0,75.0,2
2777,Harlur,1755.0,3.0,117.0,3
2778,Harlur,1197.0,2.0,79.9,2
2779,Harlur,936.0,2.0,45.0,2
2780,Harlur,1370.0,2.0,88.0,2
2781,Hebbal,1760.0,2.0,123.0,3
2782,Hebbal,1900.0,3.0,119.0,3
2783,Hebbal,1349.0,2.0,98.2,2
2784,Hebbal,2483.0,5.0,212.0,4
2785,Hebbal,1760.0,2.0,130.0,3
2786,Hebbal,2400.0,4.0,245.0,3
2787,Hebbal,3450.0,5.0,260.0,3
2788,Hebbal,1920.0,3.0,134.0,3
2789,Hebbal,1500.0,3.0,150.0,3
2790,Hebbal,1337.0,2.0,82.0,2
2791,Hebbal,1349.0,2.0,98.0,2
2792,Hebbal,1000.0,2.0,45.0,2
2793,Hebbal,2470.0,5.0,247.0,4
2794,Hebbal,1036.0,2.0,50.0,2
2796,Hebbal,1355.0,3.0,83.87,3
2797,Hebbal,1790.0,3.0,127.0,3
2798,Hebbal,2790.0,5.0,198.0,4
2799,Hebbal,1985.0,4.0,189.0,3
2800,Hebbal,2483.0,5.0,215.0,4
2801,Hebbal,1080.0,2.0,54.0,2
2802,Hebbal,1100.0,2.0,50.0,2
2803,Hebbal,812.0,2.0,55.0,2
2804,Hebbal,2790.0,4.0,198.0,4
2805,Hebbal,1075.0,2.0,52.0,2
2806,Hebbal,3067.0,4.0,230.0,4
2807,Hebbal,1040.0,2.0,50.0,2
2808,Hebbal,2526.0,2.0,250.0,3
2809,Hebbal,3067.0,4.0,230.0,4
2811,Hebbal,823.0,2.0,50.63,2
2812,Hebbal,1420.0,2.0,123.0,2
2813,Hebbal,1069.0,3.0,65.4,3
2814,Hebbal,1040.0,2.0,46.0,2
2815,Hebbal,1420.0,2.0,99.39,2
2816,Hebbal,1100.0,2.0,47.0,2
2817,Hebbal,1700.0,3.0,124.0,3
2819,Hebbal,1053.0,2.0,48.0,2
2820,Hebbal,1420.0,2.0,99.39,2
2821,Hebbal,1355.0,3.0,83.87,3
2822,Hebbal,1440.0,2.0,115.0,2
2823,Hebbal,1100.0,2.0,54.0,2
2824,Hebbal,1355.0,3.0,83.87,3
2826,Hebbal,2400.0,4.0,180.0,3
2828,Hebbal,1420.0,2.0,107.0,2
2829,Hebbal,1320.0,2.0,92.0,2
2830,Hebbal,919.0,2.0,49.0,2
2831,Hebbal,1645.0,3.0,135.0,3
2832,Hebbal,2080.0,3.0,175.0,3
2833,Hebbal,1355.0,3.0,83.87,3
2834,Hebbal,2483.0,5.0,230.0,4
2835,Hebbal,2600.0,3.0,195.0,3
2836,Hebbal,1645.0,3.0,117.0,3
2837,Hebbal,1251.0,2.0,88.73,2
2838,Hebbal,1645.0,3.0,121.0,3
2839,Hebbal,1760.0,3.0,123.0,3
2840,Hebbal,2790.0,4.0,198.0,4
2841,Hebbal,1645.0,3.0,120.0,3
2842,Hebbal,1255.0,2.0,90.0,3
2843,Hebbal,1645.0,3.0,117.0,3
2846,Hebbal,1636.0,3.0,119.0,3
2847,Hebbal,1255.0,2.0,95.0,3
2848,Hebbal,2790.0,4.0,198.0,4
2851,Hebbal,1255.0,2.0,95.0,3
2852,Hebbal,1088.0,2.0,61.45,2
2853,Hebbal,1349.0,2.0,97.8,2
2855,Hebbal,1344.0,2.0,108.0,2
2856,Hebbal,1320.0,3.0,226.0,3
2857,Hebbal,1255.0,2.0,90.0,3
2859,Hebbal,1138.0,2.0,110.0,2
2860,Hebbal,2790.0,5.0,204.0,4
2861,Hebbal,1250.0,2.0,55.55,2
2862,Hebbal,1200.0,2.0,49.0,2
2863,Hebbal,1088.0,2.0,62.0,2
2864,Hebbal,1987.0,4.0,165.0,3
2865,Hebbal,2790.0,5.0,198.0,4
2866,Hebbal,1299.0,2.0,100.0,2
2867,Hebbal,1200.0,2.0,60.0,2
2868,Hebbal,1645.0,3.0,117.0,3
2869,Hebbal,1390.0,2.0,95.0,2
2870,Hebbal,6000.0,8.0,220.0,8
2871,Hebbal,1333.0,2.0,100.0,2
2872,Hebbal,1204.0,2.0,45.0,2
2873,Hebbal,1355.0,3.0,83.87,3
2874,Hebbal,2650.0,4.0,199.0,3
2875,Hebbal,1244.0,3.0,48.0,2
2876,Hebbal,1800.0,3.0,140.0,3
2878,Hebbal,2470.0,4.0,203.0,4
2879,Hebbal,1200.0,2.0,52.0,2
2880,Hebbal,1255.0,2.0,95.0,3
2881,Hebbal,1200.0,4.0,225.0,4
2882,Hebbal,1333.0,2.0,104.0,2
2883,Hebbal,1645.0,3.0,117.0,3
2884,Hebbal,2600.0,3.0,199.0,3
2885,Hebbal,1345.0,2.0,97.0,2
2887,Hebbal,1200.0,2.0,52.0,2
2888,Hebbal,985.0,2.0,62.0,2
2889,Hebbal,1320.0,2.0,91.0,2
2890,Hebbal,2388.0,3.0,195.0,3
2891,Hebbal,1040.0,2.0,55.0,2
2893,Hebbal,1150.0,2.0,55.0,2
2894,Hebbal,2600.0,3.0,195.0,3
2895,Hebbal,1075.0,2.0,52.0,2
2896,Hebbal,1100.0,2.0,42.0,2
2897,Hebbal,1200.0,2.0,48.0,2
2898,Hebbal,1100.0,2.0,38.0,2
2899,Hebbal,2790.0,5.0,198.0,4
2900,Hebbal,1645.0,3.0,113.0,3
2901,Hebbal,1175.0,2.0,54.05,2
2902,Hebbal,1355.0,3.0,83.87,3
2903,Hebbal,1420.0,2.0,99.39,2
2904,Hebbal,1590.0,3.0,96.0,3
2905,Hebbal,1072.0,2.0,45.0,2
2906,Hebbal,1162.0,2.0,69.0,2
2907,Hebbal,1100.0,2.0,60.0,2
2908,Hebbal,1299.0,2.0,97.0,2
2910,Hebbal,2470.0,5.0,192.0,4
2911,Hebbal,1645.0,3.0,117.0,3
2912,Hebbal,1920.0,3.0,134.0,3
2913,Hebbal,3520.0,5.0,240.0,3
2914,Hebbal,1920.0,3.0,150.0,3
2915,Hebbal,2375.0,4.0,189.0,4
2916,Hebbal,1420.0,2.0,99.26,2
2917,Hebbal,1252.0,2.0,92.0,2
2918,Hebbal,2790.0,4.0,198.0,4
2919,Hebbal,1162.0,2.0,59.0,2
2920,Hebbal,1294.0,2.0,115.0,2
2921,Hebbal,1150.0,2.0,57.0,2
2922,Hebbal,1740.0,2.0,137.0,3
2924,Hebbal,1662.0,3.0,155.0,3
2925,Hebbal,2250.0,3.0,219.0,3
2926,Hebbal,1349.0,2.0,98.0,2
2927,Hebbal,1349.0,2.0,96.8,2
2928,Hebbal Kempapura,1700.0,3.0,155.0,3
2929,Hebbal Kempapura,1800.0,3.0,175.0,3
2930,Hebbal Kempapura,2900.0,4.0,300.0,3
2931,Hebbal Kempapura,2280.0,5.0,200.0,5
2932,Hebbal Kempapura,1200.0,4.0,215.0,4
2933,Hebbal Kempapura,1200.0,2.0,125.0,2
2934,Hebbal Kempapura,2900.0,4.0,240.0,3
2935,Hebbal Kempapura,1300.0,2.0,102.0,2
2936,Hebbal Kempapura,1466.0,2.0,140.0,3
2937,Hebbal Kempapura,3900.0,5.0,310.0,4
2938,Hebbal Kempapura,1725.0,2.0,165.0,3
2939,Hebbal Kempapura,1200.0,3.0,125.0,3
2940,Hebbal Kempapura,3408.0,3.0,260.0,3
2941,Hebbal Kempapura,1485.0,3.0,132.0,2
2942,Hebbal Kempapura,1400.0,2.0,108.0,2
2943,Hebbal Kempapura,1800.0,3.0,150.0,3
2944,Hebbal Kempapura,2400.0,5.0,200.0,5
2945,Hebbal Kempapura,2800.0,5.0,220.0,5
2946,Hebbal Kempapura,1785.0,3.0,165.0,3
2948,Hebbal Kempapura,1600.0,3.0,170.0,3
2949,Hebbal Kempapura,1730.0,3.0,175.0,3
2951,Hegde Nagar,1569.0,3.0,101.0,3
2952,Hegde Nagar,3000.0,7.0,210.0,6
2953,Hegde Nagar,2026.0,3.0,132.0,3
2954,Hegde Nagar,1801.0,3.0,115.0,3
2955,Hegde Nagar,1050.0,1.0,56.0,2
2956,Hegde Nagar,1341.0,2.0,97.0,2
2957,Hegde Nagar,2112.95,4.0,145.0,3
2959,Hegde Nagar,1703.0,3.0,113.0,3
2960,Hegde Nagar,1570.0,3.0,105.0,3
2961,Hegde Nagar,1801.0,3.0,140.0,3
2962,Hegde Nagar,1584.01,3.0,103.0,3
2963,Hegde Nagar,1965.0,4.0,125.0,3
2964,Hegde Nagar,2006.0,4.0,196.0,3
2965,Hegde Nagar,1200.0,2.0,75.0,2
2966,Hegde Nagar,2006.8,4.0,196.0,3
2967,Hegde Nagar,1847.0,3.0,135.0,3
2968,Hegde Nagar,2162.0,3.0,200.0,3
2969,Hegde Nagar,1179.0,2.0,49.35,2
2971,Hegde Nagar,1965.0,4.0,132.0,3
2972,Hegde Nagar,1703.0,3.0,125.0,3
2973,Hegde Nagar,1847.0,3.0,125.0,3
2974,Hegde Nagar,2144.6,4.0,145.0,3
2975,Hegde Nagar,1718.0,3.0,119.0,3
2976,Hegde Nagar,1847.0,3.0,123.0,3
2977,Hegde Nagar,1340.0,2.0,72.0,2
2978,Hegde Nagar,2087.01,3.0,115.0,3
2979,Hegde Nagar,1703.0,3.0,130.0,3
2980,Hegde Nagar,2087.01,4.0,135.0,3
2981,Hegde Nagar,1718.0,3.0,130.0,3
2982,Hegde Nagar,1884.0,4.0,118.0,3
2983,Hegde Nagar,1930.0,4.0,122.0,3
2985,Hegde Nagar,1584.01,3.0,104.0,3
2986,Hegde Nagar,1500.0,3.0,135.0,3
2989,Hegde Nagar,2162.03,4.0,129.0,3
2990,Hegde Nagar,2087.01,4.0,160.0,3
2992,Hegde Nagar,1000.0,2.0,66.0,2
2993,Hegde Nagar,1348.0,2.0,80.5,3
2994,Hennur,1075.0,2.0,52.0,2
2995,Hennur,1255.0,2.0,52.32,2
2996,Hennur,1225.0,2.0,57.0,2
2997,Hennur,1255.0,2.0,57.5,2
2998,Hennur,1259.0,2.0,57.0,2
2999,Hennur,1255.0,2.0,53.5,2
3000,Hennur,1285.0,2.0,60.0,2
3001,Hennur,1285.0,2.0,60.0,2
3002,Hennur,1100.0,2.0,60.0,2
3003,Hennur,1231.0,2.0,48.0,2
3004,Hennur,1255.0,2.0,58.0,2
3005,Hennur,1040.0,2.0,42.12,2
3006,Hennur,1255.0,2.0,54.5,2
3007,Hennur,1041.0,2.0,40.6,2
3009,Hennur,1255.0,2.0,55.5,2
3011,Hennur,1231.0,2.0,50.0,2
3012,Hennur,2500.0,5.0,125.0,5
3013,Hennur,1160.0,2.0,49.0,2
3014,Hennur,1255.0,2.0,53.5,2
3015,Hennur,1255.0,2.0,55.5,2
3016,Hennur,1100.0,2.0,44.55,2
3017,Hennur,1255.0,2.0,57.5,2
3018,Hennur,960.0,2.0,48.0,2
3019,Hennur,1020.0,2.0,48.0,2
3020,Hennur,1255.0,2.0,52.32,2
3021,Hennur,1295.0,2.0,64.0,2
3022,Hennur,1935.0,3.0,102.0,3
3024,Hennur,1345.0,2.0,69.0,3
3025,Hennur,1255.0,2.0,58.0,2
3026,Hennur,1420.0,2.0,62.0,2
3027,Hennur,1155.0,2.0,54.5,2
3028,Hennur,1255.0,2.0,52.32,2
3029,Hennur,1255.0,2.0,52.35,2
3031,Hennur,1255.0,2.0,54.5,2
3032,Hennur,1150.0,3.0,80.0,3
3033,Hennur,1830.0,2.0,113.0,3
3034,Hennur,1255.0,2.0,55.5,2
3035,Hennur,1255.0,2.0,53.57,2
3036,Hennur,1255.0,2.0,56.5,2
3037,Hennur,1050.0,2.0,42.73,2
3038,Hennur,1295.0,2.0,62.0,2
3039,Hennur Road,2089.0,3.0,140.0,3
3041,Hennur Road,1385.0,2.0,83.09,2
3043,Hennur Road,2264.0,3.0,159.0,3
3044,Hennur Road,1157.0,2.0,84.0,2
3045,Hennur Road,1904.0,3.0,120.0,3
3046,Hennur Road,1891.0,3.0,109.0,3
3047,Hennur Road,1561.0,3.0,95.0,3
3049,Hennur Road,2060.0,3.0,149.0,3
3050,Hennur Road,1482.0,2.0,92.0,3
3051,Hennur Road,1232.0,2.0,89.0,2
3052,Hennur Road,1065.0,2.0,42.6,2
3053,Hennur Road,1482.0,2.0,83.73,3
3054,Hennur Road,1482.0,2.0,87.0,3
3055,Hennur Road,1891.0,3.0,139.0,3
3056,Hennur Road,1703.0,3.0,101.0,3
3057,Hennur Road,1232.0,2.0,69.61,2
3058,Hennur Road,987.0,2.0,49.0,2
3059,Hennur Road,1804.0,3.0,102.0,3
3060,Hennur Road,2160.0,3.0,160.0,3
3062,Hennur Road,1680.0,3.0,99.27,3
3063,Hennur Road,1065.0,2.0,42.6,2
3064,Hennur Road,1350.0,2.0,49.0,2
3065,Hennur Road,1385.0,2.0,83.09,2
3067,Hennur Road,2350.0,3.0,174.0,3
3068,Hennur Road,1586.0,3.0,93.94,3
3069,Hennur Road,1975.0,3.0,123.0,3
3070,Hennur Road,1290.0,2.0,94.5,3
3071,Hennur Road,901.0,2.0,49.5,2
3072,Hennur Road,1445.0,3.0,86.56,3
3073,Hennur Road,1482.0,2.0,97.0,3
3074,Hennur Road,1182.0,2.0,82.5,2
3076,Hennur Road,1036.0,2.0,59.46,2
3077,Hennur Road,1891.0,3.0,109.0,3
3078,Hennur Road,1232.0,2.0,69.61,2
3080,Hennur Road,1804.0,3.0,102.0,3
3081,Hennur Road,1081.0,2.0,30.27,2
3082,Hennur Road,2320.0,3.0,170.0,3
3083,Hennur Road,1936.0,3.0,118.0,3
3084,Hennur Road,1480.0,2.0,65.0,2
3085,Hennur Road,1590.0,3.0,96.5,3
3086,Hennur Road,1445.0,2.0,105.0,3
3087,Hennur Road,1036.0,2.0,59.45,2
3089,Hennur Road,1832.0,3.0,125.0,3
3090,Hennur Road,1359.0,2.0,104.0,2
3091,Hennur Road,1341.0,2.0,75.76,2
3092,Hennur Road,1040.0,2.0,50.0,2
3093,Hennur Road,1685.0,3.0,95.0,3
3094,Hennur Road,1414.0,2.0,84.18,2
3095,Hennur Road,1949.0,3.0,133.0,3
3096,Hennur Road,1232.0,2.0,89.0,2
